userid, openness, agreeableness, emotional_stability, conscientiousness, extraversion, assigned metric, assigned condition, is_personalized, enjoy_watching ,Avg_Movie_Rating
319df79b933220e454a34615e3aa6d40,3.5,4.5,5,5,3, all, default,4,4,4.643369532
f6ce380bdf17ac1411ed7b13bee948e3,5,4,5.5,4.5,3.5, popularity, high,2,3,3.955622688
b3f37410c5f934084afe82668d7e694a,4,4,4,4,4, all, default,3,4,4.356380132
aed5aead613b3ec7714ce571f274028b,4,3,3.5,5.5,2, popularity, low,2,2,4.547077212
b70eb1f751e14e508eb0c2284a3ef55c,3.5,5,4.5,4,3, serendipity, high,4,4,4.37008581
0761f3acdf785da2c85f4d64c0f27abc,6,3.5,5,3,6, serendipity, high,4,4,4.25579645
d7443883fe8c7f36f7c3eaa2403ec820,4,5,4.5,4,2, popularity, medium,2,2,4.196405397
5c87d15c69aea583f38371d049c7311e,5.5,4,6,4,3, popularity, low,4,4,4.162703063
1db7645518549c4400e951b9b330fe96,6.5,2,4,4,1.5, popularity, low,2,4,4.162703063
5875cd97b39b062afb9540c87455733e,6,5,6,3,6, diversity, low,3,4,4.913339677
179d15517b4f5e2bce6a307021e60ac1,7,4.5,3.5,3.5,3.5, diversity, low,4,4,4.66531843
8f56656a9943cc5310f155e6ac7eee6f,7,2.5,6,6,3.5, serendipity, high,5,4,4.443821473
7ff282055122bf318a5e4b75e2b914c6,4.5,6.5,6,5.5,2.5, diversity, low,2,3,4.159034762
d13b73bed3a733307704cf6eaa3c6dff,5.5,5,4,6.5,5, popularity, medium,4,5,4.186177607
082a5e7953edbfd7f6366e42626e373d,4,2,2.5,5.5,2, popularity, high,2,3,3.874564
1f155858866b7f4a9f2e578c78990abd,4,2.5,6,6.5,2.5, serendipity, medium,4,4,3.852780416
6caea9ebb4df3a90fca5fc8afeb81761,4,4,4.5,3,1, diversity, high,3,3,4.88945575
9600462a6d913c56cb1b32a40a4bdbe3,5,5,4,5,6, serendipity, high,4,5,4.56015155
09669a6ac2911754783900fad7aba260,6,6.5,6.5,7,5.5, diversity, medium,3,3,4.716193259
6dc8724832fa33482774fe657cabd4d3,5,4,4,5.5,3, serendipity, medium,3,4,4.5110286
e6171b104c0cb6edb4885194ea4dec41,5,7,7,4.5,7, serendipity, low,1,2,4.355821408
2bcfea9f9f60d3364c655f4024fe0447,6,4,3.5,3.5,5.5, diversity, medium,4,4,3.915499656
95c3e47a9506961802732677d767cb8a,5.5,5.5,4.5,5,5, diversity, medium,2,4,4.419050887
f805cf9589d118d8b804df78f0aa67da,5.5,4.5,5,5.5,1.5, diversity, medium,4,4,3.882414645
c19a94c62cb3b527793b785a90f9cacb,6.5,4.5,4.5,3,4.5, serendipity, medium,3,4,4.399068603
78a44f948b616051b78a96446673284f,4,5.5,5,4.5,2.5, all, default,4,4,4.499451684
57a8b63ec0b31f086de797677fd927d3,3.5,4.5,6,6.5,2.5, popularity, low,2,3,3.818670418
84732c6cd677cadb59bca480e458a91c,4.5,4.5,3.5,4,4, diversity, high,3,3,4.384693568
fd261e6cde908907a87a6b8d5754e9fb,5.5,3.5,5.5,4,5.5, diversity, high,3,1,4.384693568
1348b0f9ab1e2e6df45de039a0bb8e76,5.5,4,6.5,7,1.5, diversity, low,3,4,3.889231485
211eebbaac008418638f5ee4574b837b,6.5,4.5,6.5,5.5,6, diversity, high,3,4,4.756525937
afe7678b73293167567c7581f1b3a806,4.5,5.5,2.5,2.5,2, popularity, low,2,1,4.589579278
5e2f1d2c10bc29be38f94f3c857d6d39,6.5,3.5,3,3,2.5, serendipity, high,1,3,3.97310535
8956adab5edbe41b7e130acf3c3b3d9d,5.5,5.5,5,5,3.5, popularity, medium,2,3,4.380731603
9aac82e04d4398c2a310dbf22d6a08ab,5,6,4,2,3, popularity, low,2,4,4.31276011
8f33963e9c924c064e499e5cc86f4b05,3.5,3.5,4,3,5, diversity, medium,4,4,4.046245735
4fc2c7214577ba92e1a5ef012b31b2f1,5,5.5,6,5.5,2, diversity, high,3,4,3.889508911
6f1e7e818b0e55d1e49d6e86eb8308d1,6.5,3.5,4.5,7,5, diversity, high,4,4,3.889508911
8f9667ca74a33d1b680838e6e9105f91,2.5,3,3.5,4.5,2, serendipity, high,4,4,3.770667949
b8f94d2c2cef94be47cf139f616bbd37,6.5,4,6.5,3,5.5, serendipity, high,2,2,3.770667949
005fe8678214011d7f92e51f9a546d40,5.5,6,2,4.5,1, popularity, low,1,3,4.178692514
6d1bdc8e4530149c049564516e0213f7,4.5,3.5,6,5.5,1, all, default,4,4,4.78556011
cdc60474a84852f28f42441686869c05,7,6,3.5,2,2.5, popularity, low,4,4,4.368005644
70fb05884ca321fcb20ce5d2ed9c8548,7,4.5,6,4,5.5, serendipity, low,1,2,3.957783
551bf81591ce13f7faead7faefe1b2bd,5.5,2.5,2,2,3, all, default,4,3,4.564672683
f0ab1bdcd4f15db06c11f084798745fa,4.5,4,6,6,3, serendipity, medium,2,3,4.260635318
9e78d4741b3acd246fb09b1115e06561,5.5,4.5,3.5,5.5,3, popularity, low,5,5,4.119281233
7482faca0abc48d05faec82b957da6e1,6,3.5,4,5,2, popularity, low,2,3,4.119281233
6f02a9be6e58a1baa76155ed2084dc66,6,4.5,3.5,5.5,3, serendipity, high,2,3,4.473854775
3c2aae3dbba15c9c3715493538de1a05,6,4.5,5,6.5,2, all, default,2,2,4.666484902
66c27cdf58cf5480a2700ef8f6afbb4e,5,4.5,3.5,3.5,4.5, diversity, high,3,4,3.891108468
0ff83e41ebcddf20568ed8ce622635c1,3.5,4.5,4.5,4,2.5, serendipity, medium,3,4,4.600087601
935b382ff31e766b8cfe87ff8bdb98b6,5.5,3,4.5,2.5,3.5, popularity, medium,1,2,4.30247928
e67abcb71789c9c06fa7f7926e043401,7,3.5,4.5,5.5,6.5, diversity, medium,5,5,4.542078823
f9195b36784f7d1df38729ca4de89c5f,6.5,6,5.5,3.5,6.5, serendipity, high,3,2,4.564728026
a44dec6fbde886cb3e3770314cabb44e,4.5,3.5,5,4,3, all, default,4,4,4.205891977
cc3eee5cb5b1c7a08a776ffdfb6618c9,4.5,3.5,4,5.5,2, all, default,4,4,3.950188398
bf4b0889b0d61cadbc581292df218801,5.5,5.5,4,4.5,3, all, default,3,3,4.968997458
8a9d588a6624143f4c260be29cc73af7,4.5,4.5,5.5,3.5,5, serendipity, medium,2,3,4.463724829
2767dbd39da3dac4d7320944f6307c43,6,3.5,4,2,3, serendipity, high,3,4,4.210873205
f24448c354e7a5395f37a330fcce696a,5.5,6.5,4,3,4, serendipity, low,4,4,4.004276146
8e329312be48f793c2f74742d74b6d3c,6,3.5,4.5,4,5, diversity, medium,2,3,4.299243155
9b3bfd8c40502e7e3d62b7491b8e3da9,6.5,5.5,6,2.5,4.5, popularity, medium,3,4,4.483223058
1a778dd18274536f415cc4ef5b0397b2,4.5,5,3.5,4.5,6, popularity, medium,3,4,4.142768511
c61cd33589701c304dfb24c64034ecc3,5.5,6,2.5,3.5,2.5, popularity, medium,4,4,3.810448007
d873e81254ac67f3d124f34ed2479d71,5.5,5.5,4,5.5,4.5, popularity, medium,4,5,3.810448007
f9a064d7d016f51768bdc9649a53c7cf,3.5,4,3.5,2.5,4, serendipity, high,4,4,4.577291335
f44d49d5c7195b2acef61ce3288e3f2c,6,3.5,6.5,3.5,4, popularity, low,3,3,4.415115439
3310a5a960e2a810884c21cdb660e3ec,5.5,3.5,4,4.5,3, popularity, low,2,3,4.235412399
395b917ef663c3644ff766313e6b463a,5.5,4,5.5,5.5,4, serendipity, high,4,5,4.737859033
f158307cd549d8fbeaf7db2ecbe23972,4.5,5.5,5.5,3,1.5, popularity, medium,3,3,3.885477189
9f2a7be7307a257fba74ce8a62630299,3.5,3.5,4,5.5,1, diversity, medium,4,5,4.325682856
5d8033d1cdb548abe2896620ba256583,4.5,3.5,6.5,4.5,2, diversity, low,2,2,4.27480535
97d24647a9aca86835b4c30981d55286,6,3.5,4,4.5,5.5, diversity, low,3,3,4.27480535
6f59fd6d777e136f9f02b17c2fa7c3fb,6.5,4.5,6.5,5,4, serendipity, low,5,5,4.269382005
06f1c77d6deca6ea834c3a93b66372e8,6.5,5,7,6,3, serendipity, high,3,2,4.339227643
1d6dd34ee62ad00a12a9459b13d89168,4.5,5.5,5.5,4,2.5, serendipity, high,2,3,4.362539493
a071edfb1680193c797c5a5cba35fc89,5.5,5,3,5.5,2, serendipity, medium,3,4,3.906154426
12366b313f5c0c05762c87284b00346e,6,4.5,3.5,3,4, serendipity, medium,5,4,3.758606307
1a7bd053e616cfb78935b932a9073149,5.5,3.5,2.5,5,3.5, serendipity, high,1,2,4.614477713
3ae4e1e5581c7405590e65b57fa82021,5.5,3,5.5,4,2.5, serendipity, medium,4,5,4.013690921
32f35fa03a9f52fbfb77b0a3efba7135,6.5,4,3.5,3,4.5, popularity, low,4,4,4.127972775
0c2925dcc757ea9650951919442747de,6.5,5,4,7,6, serendipity, medium,3,5,4.267814791
6bfa966187d17f91c06afdd707843ff3,6,3.5,4.5,6,5, diversity, low,3,3,4.556825886
9147a35886b370fc9ebaddccd9ed979c,5.5,4.5,1.5,3,5, serendipity, medium,4,3,4.084941772
d2137eb46d43c1acc0f1d475472b3ac8,5,3,5,4,2, serendipity, medium,4,4,4.084941772
041878034fe703d8f461afd053425b6b,6,2.5,3,3,2.5, all, default,3,2,4.48285402
4864f7b7406b738ab86b3cef47b76a71,4.5,4,5.5,3.5,5, popularity, low,4,5,4.260004624
05e1107277837527f3172f4e88d64135,6,5,7,5.5,1, diversity, high,5,5,4.389257679
12f8fd389e91e28fb7f9737d647c8847,5,3,3.5,5,5.5, all, default,2,2,4.727423367
4ee5a9d6a9589117dc9108cd52655b16,5.5,5,6,4.5,5, serendipity, high,4,3,4.181485474
139627a846a3661db787f0a162ee7d23,7,6.5,6,2.5,5.5, all, default,4,4,4.189997482
686590db9fcc91b98f66ddf9e69d0dae,5.5,3,5.5,3,6.5, all, default,5,2,4.333407195
bf338aa3e3506ac30649335d98cdeb4b,4.5,3.5,4,5,1.5, serendipity, high,3,2,3.994826011
eb230e26ab370fedbdfdf84807793431,5.5,4,6,5,1, diversity, low,3,4,4.027576646
a50f30b9863e7151951ef98550cf32f4,5,4.5,6.5,5,4, serendipity, low,1,1,4.08010061
29b27a33d10dd4b4c6603a71c720462f,4.5,4.5,5.5,4,5, serendipity, low,3,4,4.08010061
f0d8627aaa32db1d5af320bbed5d3e51,5.5,5,4,5.5,1.5, serendipity, high,4,5,4.324974311
a116b2ad0e488f3f17ade04416efbbb3,3,4,5,3,4, serendipity, medium,2,3,4.145235736
9a1502c32c669bd41ea20b2635abb742,7,4,5.5,3,1.5, serendipity, low,2,3,3.79466372
b9550254ceb6a975646d3a6d43017d67,4,5.5,6,4,5.5, popularity, high,2,4,3.980735256
e9bf493396773dc267cecda6add66a34,5,3.5,4,5,2, diversity, medium,2,5,4.282596564
1188cb50a0ac1366eaa7cf14d0f6cc1f,7,6,5.5,4.5,1.5, diversity, low,4,4,4.236912356
9516c216d78a315f0c71672a6b501d46,3.5,3.5,6,4,5, diversity, low,2,3,4.074448479
fc09f045eb41d0ce35d1d3c0df760095,4.5,4,6,3.5,2.5, serendipity, low,2,3,4.000499886
ba31eddb78bdfcd24b78ce633a239be7,7,6.5,5.5,4,4, all, default,5,5,4.823216481
7761d84c675bfbd533a8fc3cc8c21733,5,4.5,5.5,5,3.5, diversity, low,2,3,4.225977112
f7c8ab67deafad75ff1ddf7e0b8c74df,5.5,4.5,6.5,6.5,2.5, diversity, low,4,4,4.225977112
1cdef448045c62522c83b8e9b3f532d2,7,3.5,3.5,4.5,3, serendipity, high,4,3,4.385333281
80d4c9553ed91de1b98e06ddc54083dd,6,6.5,6,5.5,2.5, serendipity, high,4,4,4.632646957
e0b657390c1c60d3cc0565c597874515,4.5,5,4.5,6,5.5, popularity, medium,1,3,4.28653564
978cefa3e001281442f86d2f910a6dc3,5,5,6.5,7,4.5, popularity, medium,4,3,4.28653564
4d2ea755417b19402c182fd44de1edd1,4,7,4,4,7, serendipity, high,1,5,4.246331307
8721a2ca39c7cadb9720d947fa435175,4,6.5,6,4.5,1.5, diversity, high,2,3,4.409311438
bcfd5b27acf0960af2f90c9da0ab17e1,4.5,3,5,5,2.5, diversity, low,3,4,4.591777863
be2544e5f96947e20204ad18d4f5ca05,7,5.5,2.5,3,6, popularity, low,4,4,4.182056558
afd5e47fb62006edfff3e6fd7b719db4,5,5.5,3,4,2, diversity, low,2,3,4.177615651
0ee515e8b182d3ba795ecbaaebe20fa0,5,5,5.5,6,5, popularity, low,2,2,4.649219904
2fe22a501721ce8ce087120727b12a63,5.5,4,6,5.5,2, diversity, high,4,5,4.260816971
a2afe1a8c5447ae2c5b263659d8241a9,5,3.5,3,4.5,5, diversity, high,1,3,4.349186498
131ed361ea36c75b4c14dcedfe93036f,5,4,3.5,4,4, popularity, low,1,1,4.045430685
74e3a8acaa5112be7311b5082449ec44,4,2.5,5.5,4.5,1, serendipity, low,4,4,3.822027647
bd812a87b3e7033432a444ea288eb032,3.5,4,5.5,5.5,3.5, diversity, high,2,2,4.390028895
f81dd6345d8910b839c2fd7b575cd0e7,7,3,7,6,4.5, serendipity, high,1,2,4.418325993
8da0624bf90b42c5036563806962fa0f,3.5,4,3,5,4, diversity, low,3,2,4.065268689
73d557c4497d7ae07bf7d5884664dc40,4.5,3.5,5.5,4,3, popularity, low,2,3,4.549800701
c5cb6abd8a70167a33712aefb46ab587,5.5,4.5,4.5,6,2.5, popularity, high,2,2,4.296030473
8ac8c1588001588317a6a07b3da2ee2a,4.5,3.5,3,3.5,2.5, diversity, high,2,2,4.302124804
5605a901e89cf28d3a4b907b18ef72d2,4.5,3.5,4.5,2,2.5, diversity, high,4,5,4.343087047
f252cc7ef510e0796d11ebbf45f901a4,3.5,5,5,5.5,1, serendipity, medium,4,5,3.592134322
7b12d5e87143bc5e1fa80e4b825ff449,5.5,4.5,5,6.5,1.5, diversity, high,4,4,4.614889422
a33279d122c51c85d9ea9a3029221af9,7,6.5,7,5,3, popularity, medium,4,4,4.642509359
27d66863448a5fb63f090e2eec21c9eb,5.5,3.5,2,4,4.5, serendipity, low,5,5,4.550645505
dd3e8d259346daf410315c0d46ee525d,6.5,4,6.5,4.5,3.5, serendipity, high,3,3,4.470245948
6ef5ac1764724bb3f766b13a8313d5a7,6.5,3.5,3.5,4,5, diversity, high,3,4,3.956045244
ccc9cf13eb8051e467e13ec74373010e,5,3.5,4.5,3.5,3, serendipity, medium,2,3,4.222053803
24c2278eb7af6f2318a889525dff3780,5,5.5,6,6.5,2, popularity, low,3,2,4.307719253
6fe3c808d74b89778218f492d9bf0a27,6,4.5,3.5,3,5, diversity, low,3,4,4.855541672
e43e5c026e480ba955b92ffadc683c57,4.5,4,6,5,3.5, serendipity, low,5,5,4.228653743
824d56f13fcd31995b01bceae782eb07,5.5,5,5,7,4, serendipity, high,4,4,4.284577229
c8f600f63385cc20cfe37a7e3d8a90e8,6.5,4,6,4.5,5, popularity, medium,4,4,4.186527653
475986f7eca2886b77691175912b1896,6.5,4.5,5,4,7, diversity, low,4,4,3.874723009
4905412c907ec7f2788a6df128f890e0,3.5,5,2.5,5.5,1.5, popularity, low,2,3,4.34284672
0350884ea4f3b94bba9bcaf5a5d5d15c,6.5,4.5,6.5,7,5.5, diversity, medium,2,3,4.099955906
10a32846a7b66af32f10f73318cca6d5,4.5,4.5,6.5,6,5, all, default,3,4,4.25767643
e59378f1c51e2507950fd7d6d024dbbc,6,5.5,6,6,3, diversity, high,4,4,4.349378572
c2931e6eb8978dc1780fc451dc7f6904,3,5,4.5,4,1.5, serendipity, high,2,2,4.331555786
9ec86d4c4a3d7d61426fca2e5c82f243,6,4.5,6.5,6.5,6, serendipity, medium,1,4,4.021542177
f97c9953b9ebf162125efab44ddbdfdf,7,3,1,4.5,5.5, popularity, low,3,3,3.752418831
c752e0c7ebe7c5f5b877057770adf6f6,4,4,4,4,3.5, all, default,4,4,3.953875652
4305fd107ddd95062da14d54a68ad9c4,7,6,3,3,2, popularity, medium,3,4,3.738236928
a373d914bd447d3b3882c900d197a26b,4,5,5,5,3, diversity, low,4,5,4.463526453
360f1428fc5629aeb23891226d908e91,5,4.5,4.5,3,5.5, popularity, high,2,2,3.710982679
e0016afc42709b4c3ce12d8d8593fc42,6,3.5,2,6,5.5, diversity, high,2,2,4.395092507
6857fb52c038c9e745e9887a4dca9a88,7,6.5,3.5,4,3, diversity, medium,3,4,4.565140251
87a94f89c6ad052626e8208ab7fc54fa,5,4,5.5,4,2.5, serendipity, medium,4,4,4.812628437
5b215efe78bd7d0f88ecc29168b463c0,5,4,5.5,4,6.5, serendipity, low,4,5,4.261035935
49b71078750c64159b8a9d8dee15b145,5,4,4,3.5,2, popularity, medium,5,3,3.970854162
0cb016be9ecf5adfc15dd1c715bc24d7,2.5,3.5,4.5,4,4.5, diversity, medium,3,4,4.031538629
7b7a73c4331cac5d91702c336ecd3055,5,3,2.5,3.5,4, all, default,4,4,4.441134114
bb1732c724b020ceb20baa52fe5efbc8,6,6.5,6,6,5, diversity, high,2,3,4.508642719
f6c137845386d22e2bc13e39e86f2420,6,4,6,1,4.5, serendipity, high,3,3,4.201990044
a457040dc4c718d96460729e6cfda65b,6,3,5.5,6.5,4.5, popularity, low,2,5,4.475075616
5bbeb131aad94e9b60c198e1fad32a03,6,4,2,3,4.5, serendipity, low,1,1,4.085221741
a9b5ea0fb2ea29e736fc24802e9b8fc6,7,4.5,3,3.5,6, serendipity, high,4,4,4.605018848
098b65d9e2f1ec5e5d486487e8c35a10,6.5,5,6,7,7, serendipity, medium,4,5,5.059165349
d9d40d9d55169850bb09be79c56cf7cc,6.5,3.5,7,7,3, serendipity, high,4,4,4.782146333
c3417a429bff71fd12142543cd868205,5.5,2.5,5,6.5,4.5, diversity, low,3,4,4.136766429
dd281b2158255197af3d30c8994ab3e7,5,4,5,5.5,4.5, diversity, medium,1,2,4.39182339
41f033f3f8412970b76e9f0ed4750d0e,4.5,5,4,4.5,4.5, diversity, high,3,3,4.733730225
63ce5a1d7b323d0b4605a6259f625510,5.5,2.5,3.5,4,4, popularity, medium,1,2,4.765251772
638538842b25348ed08d76e24223311e,3.5,4.5,6,5.5,1, popularity, medium,4,4,4.305141098
6800289a8389e09f2a18ac5b55fdb36e,6.5,5,5.5,6,5.5, popularity, high,2,3,4.197663524
dd29348037a82d27ed31a70d13fe3adb,4,2,3,4.5,2, serendipity, low,5,5,4.419804915
cc007e56202131cdde68ed822c19d8e9,3.5,3.5,4,6,2, popularity, low,3,5,4.520572217
6ca78a4444c2812e082fbcaa10a56a04,7,4,3.5,3,5, all, default,4,5,4.515504052
6a685220647fb4963928e5e9c06c0ab3,7,3.5,2.5,5,3, serendipity, high,2,4,4.018358974
0a2710ab8f5c296ad7768a6c465acf2f,5.5,4,3,2.5,3, popularity, medium,1,2,4.277552704
7f26bde93a64160afc066dfa25706e30,3.5,5,5.5,2.5,3, diversity, high,2,2,4.778324598
6fdeb4da10d725823dbb265e571526f3,5.5,6.5,6,6.5,4.5, diversity, high,2,2,4.317988791
b693dad88a44928f5f757a684137898e,6,5.5,7,5.5,5, diversity, high,4,4,4.317988791
2d5610e94b8f5fcf506d8207caa5bbe6,5.5,5,2.5,6.5,5.5, diversity, low,2,2,4.399159736
74cc090046d00f2c393116371787a37a,5,4.5,3.5,5.5,5, popularity, medium,3,5,4.546732715
16e241b3eee2adc729952f994622e20d,6.5,7,4.5,7,6, popularity, high,1,1,3.745505918
90f8d082483def760a296ba1fc1cb79f,4.5,5.5,4,3.5,2.5, diversity, high,3,3,4.161968056
51be2ac9f41a014dd996ea3ed6056836,5.5,5.5,3,4,6.5, popularity, medium,3,5,4.596570455
735ff2ffede2d2fed02a0c4212d35acb,6.5,6,4.5,4.5,3.5, serendipity, low,3,4,4.434345294
973e324cd69effcc68c057b25545741b,6,4,4,6,4.5, serendipity, low,2,2,4.916981662
f17a246ce920c72bd981df61cefcbf00,7,5.5,3.5,7,7, serendipity, low,4,5,4.916981662
feb85d3dbf8878d745c16a431bf6396e,4.5,4,6,7,3.5, popularity, low,2,3,4.37083197
7f8f3ab20ff8e7a11ec85b9ef100941e,6.5,5,6,6.5,5, diversity, medium,4,4,4.804912739
c79ac82e3a5c28cca64891a0aa091636,6,4,3,5.5,5.5, popularity, low,5,5,4.877984937
bb2e6d131e0ac11d0a6ef9bb9ff9578d,4.5,4,5,4,4, popularity, low,1,2,3.360028295
5d6097516ad7a1b89547180e8ffa3cc0,3.5,3.5,3.5,7,4.5, serendipity, high,1,2,4.015153414
aeebcdd802b1116a6d74b014211f9ff8,4.5,2.5,4,3.5,3, serendipity, medium,2,4,4.640921293
1c1286bced458836d6c082753a70facc,6,4,1.5,6,4, popularity, medium,3,3,4.687696007
d12803fe252733fa368b04a5ba1da3cc,5.5,6.5,5.5,3.5,2.5, popularity, medium,4,5,4.710138869
c970693b1f9d7f605e33b008427d3a2e,5.5,4.5,4.5,5.5,2.5, diversity, low,4,4,5.014841711
5f41bed95315db615b4e62548d5251ec,4.5,3.5,5,5,4, popularity, medium,4,5,4.051529969
13c4e10a9e5409b8a7fda839c89dbbb9,4.5,3.5,7,6,2, popularity, low,5,5,3.947752219
234415a6e2186cdae3f4f90a22f5d62c,6.5,2.5,4,5,2, serendipity, medium,2,4,4.071184133
9c7d187c4633d8a0f006c84b5b9ecb5d,7,4.5,6,7,6, diversity, medium,4,5,4.546105707
8e8dcd06b50c084edab76440d125cfc9,6.5,4,3.5,3,1.5, diversity, medium,4,5,4.546105707
3d13b4f4f99173d841d81e567663fb4c,5.5,2.5,4,4,2.5, serendipity, high,3,3,4.024068071
2dfc532ac4f0aa7bbeef9cdcd08d9d01,5,5.5,3.5,5,1.5, serendipity, high,2,3,4.024068071
5d26c442c9dcde383783b1249595f808,7,4,3.5,3,3, serendipity, low,4,5,3.971755049
f88e469be7bbeb454e255674d52b5941,5,4,4,5,4, all, default,5,5,4.49288674
871fa3edc96d4d15fe53f769a8bbc3c6,7,2.5,4.5,5,3.5, diversity, medium,5,4,4.567205658
b9a930cf08372e6989e81c66bd5be4c4,6,3.5,7,5.5,5.5, popularity, medium,2,2,4.481976987
81071218abff2412476d31df9fd8986e,4,3.5,2.5,4,1, serendipity, medium,3,3,4.369875521
13bf28bb2c453a3c891287470bbbafe3,5.5,3.5,3.5,3,2.5, diversity, low,4,4,4.365424447
7fa4c483675abec2fea07b5535ae80f2,4,4,3.5,3.5,2.5, diversity, high,3,3,4.925089919
a35765de36ad1d0a8dcb34c7ef74d834,6,4.5,4,5.5,3.5, serendipity, low,1,2,3.900460889
73001138cc8fabcd0f9f48d302fd3a12,6.5,4,7,4,3, popularity, medium,5,5,4.835980535
1971919bf4aca46c6ec07c2f31f20c1a,5,3,3.5,4.5,5.5, serendipity, medium,2,2,4.211239616
9ebc74d4c54c803c4b4ae830dc49d995,4.5,3,4.5,4.5,2, diversity, low,4,4,4.343403535
afc63c360bbe1c520daecac8f2d00df1,4,4,4,5.5,2.5, popularity, high,2,3,4.234653088
3e4ae56477626ce230f9c40497d02052,2.5,5.5,6.5,4,3.5, serendipity, high,4,4,4.327675259
752efd673f3c1605e97a9068d4573e34,5,3.5,5,4.5,5.5, popularity, low,1,2,3.118766784
2b6f4bb9f6fd6540bfbc6b8ee7805f7d,5.5,4.5,4,5.5,4, serendipity, medium,1,2,4.630414549
0d064a3e6ff31709545ff19db9b80325,7,3,7,5,2.5, serendipity, high,3,4,4.34655903
39dbe43b28893aee30ad26cb77dfa95c,6,5,4.5,3.5,4, serendipity, medium,1,4,4.274655987
3d2d0f634a5eca0facb9d1431d8c1543,5.5,3.5,3.5,5.5,5, diversity, medium,3,4,4.432579408
7ddf61a73ba57c20e15e69061ded1d8f,5.5,4,4.5,1.5,3.5, popularity, medium,4,5,4.400598098
91618a604a2e963fccaa50c6b2647be6,5,3.5,4.5,5.5,2, popularity, medium,3,3,4.483587518
ddfe38fd826e2479eb304ce273532791,5.5,4,4,4,3, serendipity, high,4,5,4.901047153
72eba75ba212f8be6beccbdf63291c42,4,2.5,6,5,2, serendipity, high,2,3,4.901047153
75a54727bffcbbb561da9d3eb604f28e,5.5,4,3.5,4,5, serendipity, low,4,4,3.947200039
f02cf4ae90d54046a8cdbb827aa5d224,6.5,3.5,6.5,6.5,5, diversity, high,4,4,4.463537528
3f6716ca8a73f4f6adce183c75dff421,6,3.5,7,4,4, diversity, high,3,4,4.087122649
0354ca225ef99f94a04587eb3fd4e2ed,6,3,3.5,6,3, diversity, high,4,4,3.807925937
b70e34923c21e3554bc08453a3819997,4,3,5.5,3.5,2.5, popularity, high,2,3,4.207133425
ce9ab846f581ca390ec54e14828610ec,5.5,4,4,4.5,2, popularity, low,4,5,4.806387738
26d6b29c5805b756dedf3e5092b4657c,6,5.5,7,6.5,2.5, popularity, medium,4,4,4.822887229
f014af67a1fe795a1f7c8d5362cca588,5.5,3.5,3.5,5.5,3.5, serendipity, high,3,4,4.529628831
ebaa2c19e9277bf0ea11f7e514632284,4.5,3,5.5,4,1.5, diversity, medium,4,4,3.943945206
cac8bdb5c2835a1aeaf9cec69f280a7c,6,4.5,5,5,3.5, serendipity, low,4,4,4.897512623
b2240e090cfc613313837f0d0fafb1bd,5.5,5.5,2,5.5,4, all, default,4,2,4.493137728
916de18db1f831534309a81863c53ba4,5.5,5.5,7,4.5,1, popularity, high,5,3,4.479562387
61629488d492042f593772c3670dacf7,2,5,3.5,7,1, popularity, high,1,1,4.322003331
d92e9cc5051723ab2bcff699ac5f14e6,4,3.5,4,6,2, popularity, high,2,3,4.65414663
02b65cddb18d3fefd3a6295768004f56,4,6,2.5,5.5,2, all, default,3,4,4.469208737
cec560b0bce4194769361a6dc5695c0d,5.5,5.5,7,5,4.5, popularity, high,4,5,4.457551527
54b240e846e777a11d4331bb6517507d,3,3,3,5,2, popularity, low,3,3,3.615759111
328c2ab83ac272310bcb30ef59a6a045,6.5,5,5.5,5,4, popularity, medium,2,2,4.308827366
25314c2d41b805ee95da48e9061236d3,7,4.5,5,6.5,5, diversity, low,2,3,3.642564747
a15fb89962d1ffaca4e59e3ecd3a571f,5.5,5,7,5.5,3.5, diversity, low,4,4,4.594520047
62eebf59bf8c45fdd8eb8562b008da1b,4.5,4,5,3.5,2, diversity, low,3,5,4.594520047
fe0b9ad4b253b40df41029d525f3b9f1,7,4.5,4.5,5.5,2.5, popularity, medium,3,4,4.291744533
e7cee6d0db15ce5cf52189c0053a93e8,5,2.5,1.5,5,5, popularity, medium,4,5,4.345886395
f2330e45ff5d0ba626fa1404831975b6,5,5.5,5,5,3.5, diversity, high,4,4,4.251586894
74426e1cf7f4411a0f16edd7a95929e3,6,4,4,2.5,2, serendipity, medium,3,4,4.362165156
e19deafc191fbda7a93c0f2edfd32fb6,5.5,2.5,7,4,5.5, popularity, high,3,4,4.324690724
20a7bcec0616a20d44e83532fe37a6d2,6.5,5.5,6,5.5,3.5, popularity, medium,1,2,4.034342348
a481d27a60b7ec08d3840f75a54c6697,6,3.5,5.5,5,3, serendipity, high,4,4,4.484761344
b8c2b5b0667fe5b5ecbe8c37dc22b338,6.5,6,4,4.5,2.5, serendipity, medium,4,3,4.944723327
f6358e97bd8e7b971482513d652609dc,7,5,4,4.5,6, diversity, high,2,3,4.267670311
654ac871227a009efb12ebcf290d3c12,4.5,4.5,5,3,4.5, serendipity, low,2,3,5.178845469
aec3748497db9321ae7a26ce3479e026,5.5,2,4.5,7,2, all, default,3,5,4.225072857
9d58688027480240ae0047a6b0048838,7,6,7,4.5,5, popularity, low,1,2,4.274485705
82539e44ce6d2d370c731affd7c96287,4.5,4,4.5,4.5,4, all, default,3,4,4.03554375
